order_id,custumer_id,product_id,order_date,quantity,unity_price,status
10231,27,26,2025-03-21,5,108.07,completed
10231,76,21,2025-11-29,1,404.28,completed
10232,94,28,2025-05-03,1,439.75,completed
10232,56,4,2025-08-21,5,278.83,completed
10232,40,22,2025-12-03,2,72.45,completed
10232,91,5,2025-12-26,1,367.21,completed
10233,67,17,2025-05-13,2,333.66,completed
10233,96,25,2025-05-18,1,87.29,completed
10233,4,11,2025-08-08,3,65.28,completed
10234,92,19,2025-11-18,1,49.09,completed
10234,66,12,2025-01-29,4,336.31,completed
10234,22,12,2025-03-22,3,336.31,completed
10235,30,24,2025-09-18,1,277.42,completed
10236,32,2,2025-08-30,3,153.67,completed
10237,23,30,2025-01-19,5,407.85,completed
10237,92,24,2025-12-02,4,277.42,completed
10238,54,30,2025-06-13,3,407.85,completed
10238,74,12,2025-03-03,5,336.31,completed
10239,23,8,2025-09-22,1,136.64,cancelled
10240,60,28,2025-05-25,3,439.75,completed
10241,2,12,2025-04-13,3,336.31,completed
10241,39,24,2025-11-15,2,277.42,completed
10241,76,16,2025-04-11,5,46.0,completed
10241,32,5,2025-01-04,4,367.21,completed
10242,82,27,2025-12-22,1,242.06,cancelled
10242,1,25,2025-12-03,4,87.29,completed
10242,94,10,2025-02-23,2,215.39,completed
10243,54,16,2025-01-31,2,46.0,completed
10243,12,2,2025-04-29,5,153.67,completed
10244,59,24,2025-02-13,5,277.42,completed
10244,18,21,2025-07-21,1,404.28,completed
10244,8,14,2025-12-06,2,217.33,completed
10245,41,30,2025-07-21,3,407.85,completed
10245,35,8,2025-02-08,2,136.64,completed
10245,99,19,2025-02-25,2,49.09,completed
10246,60,11,2025-07-28,1,65.28,completed
10246,99,7,2025-08-20,3,296.58,completed
10246,16,3,2025-03-22,3,253.0,completed
10246,90,20,2025-01-21,2,369.54,completed
10247,19,3,2025-12-31,2,253.0,cancelled
10247,51,17,2025-01-26,3,333.66,completed
10247,23,1,2025-07-27,4,266.79,completed
10248,13,15,2025-02-22,2,434.64,completed
10248,8,27,2025-04-24,2,242.06,completed
10249,48,22,2025-11-19,1,72.45,completed
10249,34,30,2025-02-08,1,407.85,refunded
10249,26,29,2025-11-27,4,56.18,completed
10249,12,29,2025-06-19,1,56.18,completed
10250,7,6,2025-10-21,4,443.54,completed
10250,51,16,2025-01-16,4,46.0,completed
10250,23,12,2025-04-20,2,336.31,completed
10250,58,29,2025-03-18,1,56.18,completed
10251,83,10,2025-09-13,4,215.39,completed
10251,62,2,2025-02-14,3,153.67,completed
10252,26,21,2025-09-27,2,404.28,completed
10252,70,26,2025-01-10,4,108.07,completed
10252,46,16,2025-10-06,4,46.0,completed
10252,73,17,2025-06-14,4,333.66,completed
10253,41,20,2025-04-23,1,369.54,completed
10254,8,26,2025-08-30,5,108.07,completed
10254,75,8,2025-03-23,1,136.64,completed
10254,31,9,2025-10-01,1,247.03,completed
10255,74,28,2025-07-18,3,439.75,cancelled
10255,23,6,2025-05-02,5,443.54,completed
10256,76,1,2025-12-27,3,266.79,cancelled
10256,73,5,2025-10-16,2,367.21,completed
10256,64,18,2025-06-08,2,330.17,completed
10257,8,8,2025-11-05,2,136.64,completed
10258,1,11,2025-11-11,2,65.28,completed
10258,44,23,2025-04-01,3,111.96,completed
10258,19,19,2025-12-27,2,49.09,completed
10258,68,28,2025-07-06,1,439.75,completed
10259,76,4,2025-06-22,3,278.83,completed
10259,21,24,2025-08-12,4,277.42,completed
10259,23,23,2025-10-15,5,111.96,completed
10259,29,22,2025-10-29,2,72.45,completed
10260,17,6,2025-01-01,5,443.54,completed
10260,99,19,2025-01-17,2,49.09,completed
10260,79,8,2025-11-24,5,136.64,completed
10261,19,11,2025-02-09,2,65.28,completed
10261,41,6,2025-11-22,1,443.54,completed
10261,86,21,2025-06-21,4,404.28,completed
10261,27,8,2025-12-21,1,136.64,completed
10262,93,1,2025-01-25,4,266.79,completed
10263,22,29,2025-07-31,4,56.18,completed
10263,45,18,2025-07-12,1,330.17,completed
10263,74,21,2025-12-18,2,404.28,completed
10263,10,26,2025-01-18,3,108.07,completed
10264,14,3,2025-06-25,2,253.0,completed
10264,21,24,2025-02-08,5,277.42,cancelled
10264,12,11,2025-11-01,5,65.28,completed
10265,56,21,2025-03-26,5,404.28,completed
10266,7,4,2025-06-19,2,278.83,refunded
10266,53,23,2025-10-11,5,111.96,completed
10267,39,8,2025-02-19,1,136.64,completed
10267,71,27,2025-09-09,2,242.06,completed
10267,1,14,2025-02-14,3,217.33,completed
10268,26,4,2025-01-14,2,278.83,completed
10268,38,3,2025-08-31,1,253.0,completed
10268,51,16,2025-09-08,3,46.0,completed
10268,70,13,2025-04-05,3,190.06,completed
10269,24,15,2025-01-23,3,434.64,completed
10269,34,8,2025-05-18,5,136.64,completed
10269,97,23,2025-12-08,1,111.96,completed
10270,70,14,2025-10-29,2,217.33,completed
10270,50,27,2025-09-25,4,242.06,cancelled
10270,88,28,2025-09-01,5,439.75,completed
10271,39,3,2025-07-22,1,253.0,completed
10271,67,26,2025-10-20,5,108.07,completed
10271,97,15,2025-03-30,2,434.64,refunded
10271,25,5,2025-01-22,4,367.21,completed
10272,26,27,2025-11-18,2,242.06,completed
10272,34,11,2025-02-04,1,65.28,completed
10272,51,18,2025-06-16,3,330.17,completed
10272,2,26,2025-12-25,5,108.07,completed
10273,15,14,2025-03-18,2,217.33,completed
10273,75,25,2025-02-21,1,87.29,completed
10273,13,26,2025-05-27,5,108.07,completed
10273,53,9,2025-07-16,4,247.03,completed
10274,5,6,2025-05-22,4,443.54,completed
10274,78,22,2025-12-22,4,72.45,completed
10274,43,23,2025-05-02,1,111.96,completed
10274,35,29,2025-07-10,1,56.18,completed
10275,40,9,2025-09-09,1,247.03,refunded
10275,30,5,2025-06-03,4,367.21,completed
10275,42,9,2025-08-02,5,247.03,completed
10276,57,7,2025-07-28,4,296.58,completed
10276,48,27,2025-01-29,5,242.06,completed
10277,40,23,2025-09-17,4,111.96,completed
10278,23,7,2025-04-13,1,296.58,completed
10279,7,30,2025-07-04,2,407.85,completed
10279,60,17,2025-07-23,1,333.66,completed
10279,31,12,2025-09-08,5,336.31,completed
10279,61,19,2025-10-10,3,49.09,completed
10280,96,27,2025-12-19,1,242.06,completed
10280,50,2,2025-03-25,5,153.67,completed
10280,28,28,2025-04-24,2,439.75,completed
10281,84,14,2025-09-20,1,217.33,completed
10281,99,22,2025-01-05,4,72.45,cancelled
10281,83,6,2025-11-04,1,443.54,completed
10282,92,23,2025-11-26,3,111.96,completed
10282,49,28,2025-06-28,4,439.75,completed
10282,60,10,2025-12-13,5,215.39,completed
10283,75,4,2025-01-04,5,278.83,refunded
10283,48,18,2025-11-28,5,330.17,completed
10283,39,22,2025-02-25,4,72.45,completed
10283,36,21,2025-06-16,3,404.28,completed
10284,25,5,2025-09-22,2,367.21,completed
10284,77,13,2025-12-05,3,190.06,completed
10284,93,1,2025-12-02,4,266.79,refunded
10285,54,13,2025-07-18,1,190.06,completed
10285,74,27,2025-04-08,3,242.06,completed
10285,29,22,2025-10-01,4,72.45,cancelled
10286,65,10,2025-03-29,5,215.39,completed
10286,13,16,2025-03-07,3,46.0,completed
10286,72,25,2025-04-04,3,87.29,completed
10287,46,8,2025-06-07,4,136.64,completed
10287,43,12,2025-05-14,5,336.31,completed
10288,61,2,2025-11-21,5,153.67,completed
10289,61,29,2025-04-10,5,56.18,completed
10290,68,10,2025-07-31,1,215.39,completed
10290,20,5,2025-04-13,3,367.21,completed
10290,73,29,2025-08-23,2,56.18,completed
10290,92,6,2025-02-11,4,443.54,completed
10291,41,21,2025-01-30,1,404.28,completed
10291,27,25,2025-03-28,5,87.29,completed
10292,98,25,2025-02-15,2,87.29,completed
10292,82,14,2025-07-26,4,217.33,cancelled
10292,50,1,2025-01-20,5,266.79,completed
10292,48,1,2025-06-14,5,266.79,completed
10293,81,24,2025-05-08,2,277.42,completed
10294,40,5,2025-02-22,4,367.21,completed
10294,40,6,2025-02-03,1,443.54,completed
10294,38,15,2025-09-24,5,434.64,completed
10295,88,5,2025-06-25,4,367.21,completed
10295,25,6,2025-07-26,1,443.54,completed
10295,94,5,2025-04-19,1,367.21,completed
10295,22,4,2025-07-07,1,278.83,completed
10296,99,18,2025-11-16,1,330.17,completed
10296,7,22,2025-02-25,1,72.45,completed
10296,15,14,2025-08-16,4,217.33,completed
10297,61,23,2025-03-20,2,111.96,completed
10297,81,1,2025-06-04,4,266.79,completed
10297,85,17,2025-05-19,5,333.66,completed
10298,54,27,2025-02-23,5,242.06,completed
10298,16,10,2025-02-28,1,215.39,completed
10299,100,9,2025-09-25,2,247.03,completed
10299,53,10,2025-03-24,1,215.39,completed
10300,89,30,2025-09-04,3,407.85,completed
10300,2,22,2025-02-15,1,72.45,completed
10301,20,3,2025-09-19,1,253.0,completed
10301,13,29,2025-05-12,2,56.18,completed
10301,38,9,2025-08-26,1,247.03,completed
10301,23,28,2025-01-21,3,439.75,completed
10302,55,24,2025-03-01,1,277.42,completed
10302,6,1,2025-03-12,2,266.79,completed
10302,57,20,2025-05-18,1,369.54,completed
10303,24,4,2025-07-25,4,278.83,cancelled
10303,35,27,2025-07-17,4,242.06,completed
10303,84,29,2025-03-27,1,56.18,completed
10304,21,4,2025-08-02,5,278.83,completed
10305,24,20,2025-07-14,3,369.54,completed
10305,88,29,2025-03-08,4,56.18,cancelled
10305,15,29,2025-07-30,4,56.18,completed
10305,34,21,2025-06-10,1,404.28,completed
10306,86,28,2025-06-23,5,439.75,completed
10306,90,20,2025-02-18,4,369.54,completed
10307,62,12,2025-12-06,4,336.31,completed
10307,72,29,2025-11-10,1,56.18,completed
10308,65,28,2025-08-29,4,439.75,completed
10308,10,25,2025-09-09,3,87.29,completed
10309,7,17,2025-04-25,5,333.66,completed
10309,52,27,2025-05-01,1,242.06,completed
10309,74,15,2025-02-15,4,434.64,completed
10310,64,24,2025-12-01,1,277.42,completed
10311,5,18,2025-10-09,1,330.17,completed
10311,78,20,2025-11-23,3,369.54,completed
10311,72,7,2025-12-02,4,296.58,cancelled
10311,47,27,2025-01-28,2,242.06,completed
10312,72,25,2025-11-14,5,87.29,completed
10312,85,12,2025-08-20,1,336.31,completed
10312,85,8,2025-01-02,3,136.64,completed
10313,71,17,2025-07-11,1,333.66,completed
10313,22,16,2025-03-13,4,46.0,completed
10313,79,7,2025-04-07,1,296.58,cancelled
10314,28,15,2025-04-08,3,434.64,completed
10314,54,2,2025-11-21,5,153.67,completed
10314,58,15,2025-12-04,5,434.64,cancelled
10314,18,16,2025-01-03,5,46.0,completed
10315,75,16,2025-09-18,2,46.0,completed
10315,23,24,2025-03-07,1,277.42,completed
10315,77,20,2025-06-14,5,369.54,completed
10315,54,20,2025-12-21,2,369.54,completed
10316,38,15,2025-03-10,2,434.64,completed
10316,90,29,2025-09-20,3,56.18,completed
10316,71,28,2025-06-10,5,439.75,completed
10317,27,20,2026-01-01,3,369.54,completed
10317,87,5,2025-12-30,2,367.21,completed
10318,91,4,2025-06-30,5,278.83,completed
10318,74,22,2025-12-30,4,72.45,completed
10318,69,10,2025-08-05,1,215.39,completed
10319,49,5,2025-01-28,1,367.21,completed
10320,37,22,2025-05-09,2,72.45,completed
10320,89,26,2025-06-01,2,108.07,completed
10321,46,27,2025-08-20,1,242.06,completed
10322,96,21,2025-10-15,4,404.28,completed
10322,90,10,2025-12-21,1,215.39,cancelled
10323,54,26,2025-12-17,3,108.07,cancelled
10323,7,1,2025-05-09,2,266.79,completed
10323,100,28,2025-08-15,2,439.75,cancelled
10323,91,23,2025-11-28,3,111.96,completed
10324,100,24,2025-04-10,3,277.42,completed
10324,88,3,2025-04-06,2,253.0,completed
10325,49,2,2025-08-08,3,153.67,completed
10326,21,19,2025-05-11,1,49.09,completed
10326,91,30,2025-03-21,1,407.85,completed
10327,77,2,2025-11-17,5,153.67,completed
10327,39,16,2025-10-21,5,46.0,completed
10327,91,11,2025-09-27,2,65.28,cancelled
10328,65,6,2025-08-01,5,443.54,completed
10329,45,8,2025-04-20,3,136.64,completed
10330,28,25,2025-11-13,5,87.29,completed
10330,72,27,2025-11-29,1,242.06,completed
10330,45,15,2025-05-04,5,434.64,cancelled
10331,6,22,2025-06-14,4,72.45,cancelled
10331,15,13,2025-05-12,5,190.06,completed
10332,67,27,2025-07-11,5,242.06,completed
10333,63,2,2025-06-01,2,153.67,completed
10333,11,4,2025-03-27,5,278.83,completed
10333,81,3,2025-04-18,2,253.0,completed
10333,55,27,2025-02-23,2,242.06,completed
10334,83,27,2025-02-06,2,242.06,completed
10334,92,11,2025-01-20,1,65.28,completed
10334,23,26,2025-05-09,5,108.07,completed
10334,30,30,2025-05-13,4,407.85,completed
10335,56,11,2025-01-09,4,65.28,completed
10335,69,1,2025-11-25,5,266.79,completed
10335,96,19,2025-01-24,1,49.09,completed
10335,65,4,2025-05-29,3,278.83,completed
10336,98,30,2025-08-13,4,407.85,completed
10336,85,1,2025-08-31,2,266.79,completed
10336,18,24,2025-07-20,5,277.42,completed
10337,39,22,2025-11-28,3,72.45,cancelled
10337,2,18,2025-10-12,2,330.17,completed
10338,74,20,2025-07-21,5,369.54,completed
10339,40,7,2025-06-26,2,296.58,completed
10340,21,6,2025-04-24,5,443.54,completed
10340,25,4,2025-04-03,5,278.83,completed
10341,83,18,2025-02-07,3,330.17,completed
10341,33,4,2025-04-12,5,278.83,completed
10341,43,12,2025-03-07,2,336.31,completed
10341,80,3,2025-04-10,3,253.0,completed
10342,79,22,2025-06-06,5,72.45,completed
10342,73,12,2025-06-11,4,336.31,completed
10342,41,8,2025-04-24,4,136.64,completed
10343,18,22,2025-06-19,4,72.45,completed
10343,46,25,2025-06-06,4,87.29,completed
10343,23,21,2025-11-07,1,404.28,completed
10344,69,7,2025-05-15,1,296.58,completed
10344,3,28,2025-09-17,1,439.75,completed
10345,99,19,2025-04-19,1,49.09,completed
10345,70,29,2025-10-04,4,56.18,completed
10345,20,12,2025-07-20,2,336.31,completed
10345,76,24,2025-05-29,2,277.42,completed
10346,51,12,2025-09-15,1,336.31,completed
10347,97,17,2025-03-13,4,333.66,completed
10347,73,19,2025-12-04,2,49.09,completed
10348,46,2,2025-04-23,4,153.67,completed
10348,34,12,2025-04-30,1,336.31,completed
10348,67,30,2025-07-04,4,407.85,completed
10348,59,29,2025-01-24,1,56.18,refunded
10349,14,23,2025-09-24,3,111.96,completed
10349,34,19,2025-10-06,5,49.09,completed
10349,84,13,2025-07-07,5,190.06,completed
10350,67,9,2025-07-12,2,247.03,completed
10351,45,16,2025-09-04,5,46.0,completed
10351,18,15,2025-03-26,2,434.64,completed
10351,83,9,2025-04-19,2,247.03,completed
10352,78,23,2025-03-02,2,111.96,completed
10352,43,24,2025-02-28,4,277.42,completed
10352,62,7,2025-10-30,2,296.58,completed
10353,3,8,2025-01-23,2,136.64,completed
10353,21,5,2025-11-19,5,367.21,completed
10353,74,5,2025-01-29,2,367.21,completed
10353,24,17,2025-07-27,5,333.66,cancelled
10354,93,24,2025-12-05,3,277.42,cancelled
10355,58,20,2025-08-30,4,369.54,completed
10355,53,20,2025-03-15,5,369.54,completed
10356,80,22,2025-09-19,3,72.45,completed
10356,88,11,2025-08-21,5,65.28,completed
10357,49,13,2025-03-09,1,190.06,completed
10357,67,28,2025-09-16,4,439.75,completed
10358,23,16,2025-11-11,5,46.0,completed
10359,12,16,2025-12-04,2,46.0,cancelled
10360,100,22,2025-11-29,4,72.45,completed
10361,6,23,2025-09-29,4,111.96,completed
10361,62,26,2025-07-15,3,108.07,completed
10361,95,30,2025-12-23,5,407.85,completed
10362,33,16,2025-04-30,1,46.0,completed
10362,70,14,2025-05-12,2,217.33,completed
10363,74,17,2025-03-02,5,333.66,completed
10364,89,26,2025-06-11,4,108.07,completed
10364,20,14,2025-11-30,5,217.33,completed
10365,73,12,2025-11-10,3,336.31,refunded
10365,51,25,2025-04-15,4,87.29,completed
10365,72,16,2025-04-02,3,46.0,completed
10365,62,9,2025-06-07,5,247.03,completed
10366,95,5,2025-12-04,1,367.21,completed
10366,58,26,2025-12-25,2,108.07,completed
10366,66,13,2025-06-23,5,190.06,completed
10366,88,23,2025-01-27,2,111.96,completed
10367,12,27,2025-03-16,4,242.06,cancelled
10368,12,3,2025-05-15,2,253.0,completed
10368,78,2,2025-07-16,4,153.67,completed
10368,67,10,2025-12-31,5,215.39,completed
10368,100,27,2025-03-31,4,242.06,completed
10369,85,30,2025-09-23,3,407.85,completed
10369,77,17,2025-09-22,2,333.66,completed
10370,47,8,2025-12-02,1,136.64,refunded
10371,36,25,2025-07-24,3,87.29,completed
10372,76,7,2025-09-23,1,296.58,completed
10372,9,30,2025-02-16,5,407.85,completed
10372,72,30,2025-10-26,3,407.85,completed
10372,36,8,2025-11-07,2,136.64,completed
10373,74,1,2025-05-14,2,266.79,completed
10373,14,18,2025-02-07,5,330.17,completed
10373,15,26,2025-09-20,3,108.07,completed
10373,74,9,2025-12-22,4,247.03,cancelled
10374,99,8,2025-06-23,4,136.64,completed
10374,76,28,2025-01-15,4,439.75,completed
10374,9,13,2025-11-21,2,190.06,completed
10374,30,26,2025-06-11,4,108.07,cancelled
10375,90,27,2025-05-15,2,242.06,completed
10376,87,24,2025-06-25,1,277.42,completed
10376,23,16,2025-06-10,3,46.0,completed
10376,74,9,2025-04-04,2,247.03,completed
10376,26,8,2025-05-04,3,136.64,completed
10377,32,27,2025-11-13,3,242.06,completed
10377,14,4,2025-02-10,4,278.83,completed
10378,62,12,2025-11-14,3,336.31,completed
10379,63,6,2025-09-19,3,443.54,completed
10379,97,19,2025-03-07,1,49.09,completed
10379,55,16,2025-10-04,1,46.0,completed
10380,88,25,2025-03-31,4,87.29,refunded
10380,90,17,2025-08-24,3,333.66,completed
10380,2,22,2025-04-18,4,72.45,completed
10380,42,12,2025-11-10,3,336.31,completed
10381,31,9,2025-08-30,5,247.03,completed
10381,24,16,2025-08-06,2,46.0,completed
10381,97,12,2025-07-06,4,336.31,completed
10382,74,5,2025-10-22,2,367.21,completed
10382,93,9,2025-05-01,5,247.03,completed
10383,26,5,2025-03-18,4,367.21,completed
10383,23,14,2025-09-13,2,217.33,refunded
10383,81,17,2025-10-01,3,333.66,completed
10383,39,9,2025-10-15,5,247.03,completed
10384,89,6,2025-01-31,2,443.54,completed
10385,81,4,2025-08-19,3,278.83,completed
10385,47,18,2025-10-13,3,330.17,completed
